ID,Category,Company,date,headline,link,Sentiment,Positive Score,Negative Score,Neutral Score,Mixed Score
1711,Airline,United Airlines Holdings,20191022,united technologies raises profit outlook ,https://www.wsj.com/articles/united-technologies-raises-profit-outlook-11571743571,NEUTRAL,0.042401668,0.067223385,0.890310884,6.41E-05
1712,Social Media,Facebook,20191022,facebook donating 1 billion toward affordable housing in silicon valley ,https://www.wsj.com/articles/facebook-donating-1-billion-toward-affordable-housing-in-silicon-valley-11571760000,NEUTRAL,0.032992307,0.003126851,0.963874578,6.31E-06
1713,Social Media,Snapchat,20191022,snap wants to narrow losses as social media competition grows ,https://www.wsj.com/articles/snap-wants-to-narrow-losses-as-social-media-competition-grows-11571742000,NEUTRAL,0.002326163,0.315550148,0.68199116,0.000132534
1714,Social Media,Facebook,20191022,stocks to watch mcdonalds novartis halliburton ups facebook ,https://www.wsj.com/articles/stocks-to-watch-mcdonalds-novartis-halliburton-ups-facebook-11571733935,NEUTRAL,0.006654587,0.003531159,0.989801705,1.26E-05
1715,Fast Food,Mc Donalds,20191022,stocks to watch mcdonalds novartis halliburton ups facebook ,https://www.wsj.com/articles/stocks-to-watch-mcdonalds-novartis-halliburton-ups-facebook-11571733935,NEUTRAL,0.006654587,0.003531159,0.989801705,1.26E-05
1716,Social Media,Facebook,20191022,facebook doesnt want to censor political ads over accuracy executive says ,https://www.wsj.com/articles/facebook-doesnt-want-to-censor-political-ads-over-accuracy-executive-says-11571720440,NEGATIVE,0.000657376,0.873126388,0.126205772,1.04E-05
1717,E-commerce,E-Bay,20191023,ebay profit falls as strategic review continues ,https://www.wsj.com/articles/ebay-profit-falls-as-strategic-review-continues-11571865076,NEUTRAL,0.016350724,0.161503017,0.82210964,3.65E-05
1718,Social Media,Twitter,20191023,twitter investors wait for stronger growth what to watch ,https://www.wsj.com/articles/twitter-investors-wait-for-stronger-growth-what-to-watch-11571862848,NEUTRAL,0.056412261,0.177596837,0.76594764,4.33E-05
1719,E-commerce,Walmart,20191023,walmart rushes out holiday dealsa week before halloween ,https://www.wsj.com/articles/walmart-rushes-out-holiday-dealsa-week-before-halloween-11571850703,NEUTRAL,0.001607707,0.048016451,0.950374067,1.80E-06
1720,Social Media,Facebook,20191023,zuckerbergs plan for free speech on facebook ,https://www.wsj.com/articles/zuckerbergs-plan-for-free-speech-on-facebook-11571851017,NEUTRAL,0.018244119,0.000217042,0.981537819,1.04E-06
1721,E-commerce,Amazon,20191023,amazon com rests less easily on its cloud ,https://www.wsj.com/articles/amazon-com-rests-less-easily-on-its-cloud-11571828580,NEGATIVE,0.315987885,0.65821147,0.025422281,0.000378317
1722,Social Media,Snapchat,20191023,stocks to watch nike exxon biogen snap chipotle ,https://www.wsj.com/articles/stocks-to-watch-nike-exxon-biogen-snap-chipotle-11571821008,NEUTRAL,0.028498441,0.020733329,0.949941754,0.000826475
1723,Social Media,Facebook,20191023,facebook zuckerberg dig in for long haul on cryptocurrency ,https://www.wsj.com/articles/facebook-zuckerberg-dig-in-for-long-haul-on-cryptocurrency-11571852273,NEUTRAL,0.367264926,0.00721364,0.625501931,1.94E-05
1724,E-commerce,Amazon,20191023,amazon sells clothes from factories other retailers shun as dangerous ,https://www.wsj.com/articles/amazon-sells-clothes-from-factories-other-retailers-shun-as-dangerous-11571845003,NEGATIVE,0.000708704,0.981056988,0.018217385,1.69E-05
1725,Social Media,Facebook,20191023,when college kids struggle facebook moms come to the rescue ,https://www.wsj.com/articles/when-college-kids-struggle-facebook-moms-come-to-the-rescue-11571823001,NEUTRAL,0.046854287,0.121550716,0.83151865,7.63E-05
1726,E-commerce,Walmart,20191024,cvs to halt sales of some j j talcum powder after recall ,https://www.wsj.com/articles/cvs-to-halt-sales-of-some-j-j-talcum-powder-after-recall-11571955656,NEUTRAL,0.034667883,0.462058395,0.503208876,6.48E-05
1727,Airline,Southwest Airlines,20191024,southwest records higher sales expects continued pressure from max grounding ,https://www.wsj.com/articles/southwest-records-higher-sales-expects-continued-pressure-from-max-grounding-11571915691,NEUTRAL,0.007328494,0.053279743,0.938354611,0.001037134
1728,E-commerce,Amazon,20191024,senators ask ftc to investigate amazon over capital one hack ,https://www.wsj.com/articles/senators-ask-ftc-to-investigate-amazon-over-capital-one-hack-11571911204,NEGATIVE,0.000812873,0.653963864,0.345169783,5.35E-05
1729,E-commerce,Amazon,20191025,pentagon picksmicrosoft for jedi cloud computing contract over amazon ,https://www.wsj.com/articles/pentagon-picksmicrosoft-for-jedi-cloud-computing-contract-over-amazon-11572045221,NEUTRAL,0.005897719,0.003463615,0.990636647,2.00E-06
1730,E-commerce,Walmart,20191025,sears explores selling off diehard brand ,https://www.wsj.com/articles/sears-explores-selling-off-diehard-brand-11572020903,NEUTRAL,0.03424722,0.053147078,0.912599564,6.05E-06
1731,Social Media,Facebook,20191025,the truth squad takes aim at facebook ,https://www.wsj.com/articles/the-truth-squad-takes-aim-at-facebook-11572022586,NEUTRAL,0.164802507,0.301972508,0.533193827,3.12E-05
1732,E-commerce,Amazon,20191025,stocks to watch amazon intel visa aflac southwestern energy ,https://www.wsj.com/articles/stocks-to-watch-amazon-intel-visa-aflac-southwestern-energy-11571996158,NEUTRAL,0.007965093,0.007681833,0.828973234,0.155379817
1733,Social Media,Facebook,20191025,facebook launches news service for select users ,https://www.wsj.com/articles/facebook-launches-news-service-for-select-users-11571997601,NEUTRAL,0.005567845,0.000286799,0.994138956,6.40E-06
1734,Fast Food,Starbucks,20191026,why starbucks expanded its transgender health benefits ,https://www.wsj.com/articles/why-starbucks-expanded-its-transgender-health-benefits-11572091210,NEUTRAL,0.299540758,0.026577847,0.645640671,0.028240753
1735,Healthcare,UnitedHealth Group,20191026,new york regulator probes unitedhealth algorithm for racial bias ,https://www.wsj.com/articles/new-york-regulator-probes-unitedhealth-algorithm-for-racial-bias-11572087601,NEUTRAL,0.000482135,0.010003056,0.989476681,3.81E-05
1736,E-commerce,Walmart,20191027,walmart sparks panic and confusion in the dish soap aisle ,https://www.wsj.com/articles/walmart-sparks-panic-and-confusion-in-the-dish-soap-aisle-11572089400,NEGATIVE,0.001498783,0.921505749,0.0769912,4.23E-06
1737,E-commerce,Amazon,20191027,microsofts challenge of amazon in the cloud gains force ,https://www.wsj.com/articles/microsofts-challenge-of-amazon-in-the-cloud-gains-force-11572208393,NEGATIVE,0.014095898,0.773278892,0.21203275,0.000592482
1738,E-commerce,Amazon,20191027,bishops ask pope francis to allow married priests in the amazon ,https://www.wsj.com/articles/bishops-ask-pope-francis-to-allow-married-priests-in-the-amazon-11572116428,NEUTRAL,0.001954718,0.042926416,0.955112934,5.92E-06
1739,Social Media,Facebook,20191028,employees ask facebook to reverse policy on political ad fact checking ,https://www.wsj.com/articles/employees-ask-facebook-to-reverse-policy-on-political-ad-fact-checking-11572311436,NEUTRAL,0.002806698,0.221069366,0.776087224,3.67E-05
1740,E-commerce,Walmart,20191028,walgreens posts higher sales ,https://www.wsj.com/articles/walgreens-posts-higher-sales-11572262171,NEUTRAL,0.126708925,0.03023636,0.843022406,3.24E-05
1741,E-commerce,Walmart,20191028,stocks to watch tiffany microsoft sears and ab inbev ,https://www.wsj.com/articles/stocks-to-watch-tiffany-microsoft-sears-and-ab-inbev-11572257575,NEUTRAL,0.036796097,0.326248914,0.554513514,0.082441486
1742,Social Media,Facebook,20191029,facebook sues israels nso group over alleged whatsapp attack ,https://www.wsj.com/articles/facebook-sues-israels-nso-group-over-alleged-whatsapp-attack-11572379534,NEUTRAL,0.000545855,0.203809768,0.795642972,1.47E-06
1743,Healthcare,Pfizer,20191029,pfizer raises 2019 guidance ,https://www.wsj.com/articles/pfizer-raises-2019-guidance-11572348155,NEUTRAL,0.045590892,0.000580852,0.953824699,3.55E-06
1744,Airline,United Airlines Holdings,20191030,united auto workers strike tentative labor deal with ford ,https://www.wsj.com/articles/united-auto-workers-strike-tentative-labor-deal-with-ford-11572487746,NEUTRAL,0.005931725,0.109661654,0.884402871,3.82E-06
1745,Social Media,Facebook,20191030,facebook reports growth in revenue users ,https://www.wsj.com/articles/facebook-reports-growth-in-revenue-users-11572467564,NEUTRAL,0.002749444,0.000310968,0.996935964,3.62E-06
1746,Social Media,Facebook,20191030,facebook earnings overpower critics for now ,https://www.wsj.com/articles/facebook-earnings-overpower-critics-for-now-11572475605,NEUTRAL,0.017270993,0.480883121,0.501702905,0.000142916
1747,Fast Food,Starbucks,20191030,starbucks posts higher profit as u s sales strengthen ,https://www.wsj.com/articles/starbucks-posts-higher-profit-as-u-s-sales-strengthen-11572466893,NEUTRAL,0.301149637,0.044226333,0.633894384,0.020729568
1748,Social Media,Facebook,20191030,facebook takes down inauthentic accounts it links to russian businessman ,https://www.wsj.com/articles/facebook-takes-down-inauthentic-accounts-it-links-to-russian-businessman-11572456526,NEGATIVE,0.000766136,0.709019601,0.290210336,3.98E-06
1749,Social Media,Facebook,20191030,facebook agrees to pay u k fine over cambridge analytica scandal ,https://www.wsj.com/articles/facebook-agrees-to-pay-u-k-fine-over-cambridge-analytica-scandal-11572442488,NEUTRAL,0.080292478,0.231713593,0.687937438,5.65E-05
1750,Social Media,Facebook,20191030,the facebook pressure campaign ,https://www.wsj.com/articles/the-facebook-pressure-campaign-11572391241,NEUTRAL,0.011980432,0.029186899,0.95882684,5.82E-06
1751,Social Media,Facebook,20191030,facebook advertising strength set to boost earnings what to watch ,https://www.wsj.com/articles/facebook-advertising-strength-set-to-boost-earnings-what-to-watch-11572427804,NEUTRAL,0.301897168,0.035961609,0.662132144,8.99E-06
1752,Social Media,Twitter,20191030,twitter to no longer accept political ads ,https://www.wsj.com/articles/twitter-to-no-longer-accept-political-ads-11572466313,NEUTRAL,0.002101517,0.279074073,0.716901779,0.00192275
1753,Social Media,Twitter,20191031,stocks to watch twitter apple legg mason starbucks and hyatt hotels ,https://www.wsj.com/articles/stocks-to-watch-twitter-apple-legg-mason-starbucks-and-hyatt-hotels-11572513833,NEUTRAL,0.003352464,0.001589167,0.994927764,0.000130643
1754,Fast Food,Starbucks,20191031,stocks to watch twitter apple legg mason starbucks and hyatt hotels ,https://www.wsj.com/articles/stocks-to-watch-twitter-apple-legg-mason-starbucks-and-hyatt-hotels-11572513833,NEUTRAL,0.003352464,0.001589167,0.994927764,0.000130643
1755,Social Media,Facebook,20191031,twitter facebook divergence on political ads shows tension in regulating speech ,https://www.wsj.com/articles/twitter-facebook-divergence-on-political-ads-shows-tension-in-regulating-speech-11572561867,NEUTRAL,0.0016889,0.028730592,0.969564617,1.59E-05
1756,Social Media,Twitter,20191031,twitter facebook divergence on political ads shows tension in regulating speech ,https://www.wsj.com/articles/twitter-facebook-divergence-on-political-ads-shows-tension-in-regulating-speech-11572561867,NEUTRAL,0.0016889,0.028730592,0.969564617,1.59E-05
1757,Social Media,Facebook,20191101,facebook restaurant brands pg e stocks that defined the week ,https://www.wsj.com/articles/facebook-restaurant-brands-pg-e-stocks-that-defined-the-week-11572646205,NEUTRAL,0.015486509,0.002293936,0.982216239,3.27E-06
1758,Social Media,Facebook,20191101,twitters facebook trick is bittersweet ,https://www.wsj.com/articles/twitters-facebook-trick-is-bittersweet-11572631688,NEUTRAL,0.024430186,0.007699821,0.965441167,0.002428907
1759,Fast Food,Mc Donalds,20191104,mcdonalds to pay easterbrook 26 weeks severance ,https://www.wsj.com/articles/mcdonalds-to-pay-easterbrook-26-weeks-severance-11572881843,NEUTRAL,0.000805059,0.016703356,0.982490957,5.54E-07
1760,Fast Food,Mc Donalds,20191104,new big cheese will struggle at mcdonalds ,https://www.wsj.com/articles/new-big-cheese-will-struggle-at-mcdonalds-11572890258,NEUTRAL,0.007149939,0.458551526,0.534256518,4.21E-05
1761,Social Media,Twitter,20191104,twitter suspends accounts linked to hamas hezbollah ,https://www.wsj.com/articles/twitter-suspends-accounts-linked-to-hamas-hezbollah-11572888026,NEUTRAL,0.000483705,0.101876505,0.897611082,2.88E-05
1762,Social Media,Twitter,20191104,alexandria ocasio cortez fights for the right to block some critics on twitter ,https://www.wsj.com/articles/alexandria-ocasio-cortez-fights-for-the-right-to-block-some-critics-on-twitter-11572871369,NEUTRAL,0.006220685,0.40146777,0.587452531,0.004859111
1763,Fast Food,Mc Donalds,20191104,mcdonalds fires ceo steve easterbrook over relationship with employee ,https://www.wsj.com/articles/mcdonalds-fires-ceo-steve-easterbrook-over-relationship-with-employee-11572816660,NEUTRAL,0.003115091,0.381241381,0.615639269,4.22E-06
1764,Fast Food,Mc Donalds,20191105,mcdonalds new ceo takes charge of strategy he helped craft ,https://www.wsj.com/articles/mcdonalds-new-ceo-takes-charge-of-strategy-he-helped-craft-11572989340,NEUTRAL,0.151761442,0.001050578,0.847172081,1.59E-05
1765,Fast Food,Mc Donalds,20191105,stocks to watch mcdonalds uber xerox marriott ,https://www.wsj.com/articles/stocks-to-watch-mcdonalds-uber-xerox-marriott-11572948032,NEUTRAL,0.051816251,0.002462931,0.945685089,3.57E-05
1766,Social Media,Twitter,20191106,justice department charges individuals for fraudulently accessing twitter users private data and providing info to saudi arabia ,https://www.wsj.com/articles/justice-department-charges-individuals-for-fraudulently-accessing-twitter-users-private-data-and-providing-info-to-saudi-arabia-11573080810,NEUTRAL,0.00153312,0.425308466,0.569108903,0.004049488
1767,Social Media,Facebook,20191106,california attorney general says facebook hasnt adequately complied with subpoenas ,https://www.wsj.com/articles/california-attorney-general-says-facebook-hasnt-adequately-complied-with-subpoenas-11573068750,NEGATIVE,0.002950105,0.549215078,0.447096735,0.000738095
1768,E-commerce,Walmart,20191106,cvs beats revenue expectations raises earnings outlook ,https://www.wsj.com/articles/cvs-beats-revenue-expectations-raises-earnings-outlook-11573042050,NEUTRAL,0.236177623,0.00491371,0.757565379,0.001343256
1769,Social Media,Facebook,20191106,facebook feared whatsapp threat ahead of 2014 purchase documents show ,https://www.wsj.com/articles/facebook-feared-whatsapp-threat-ahead-of-2014-purchase-documents-show-11573075742,NEUTRAL,0.001087872,0.191566914,0.80733639,8.78E-06
1770,E-commerce,Walmart,20191107,sears owner says it will close another 96 stores by february ,https://www.wsj.com/articles/sears-owner-says-it-will-close-another-96-stores-by-february-11573161195,NEUTRAL,0.019823069,0.210655481,0.769515932,5.53E-06
1771,E-commerce,Amazon,20191107,amazon s fire tv to carry disney ,https://www.wsj.com/articles/amazon-s-fire-tv-to-carry-disney-11573162055,NEUTRAL,0.130545139,0.050512534,0.818903446,3.88E-05
1772,Social Media,Twitter,20191107,in saudi arabia twitter has become a tool to crack down on dissent ,https://www.wsj.com/articles/in-saudi-arabia-twitter-has-become-a-tool-to-crack-down-on-dissent-11573126932,NEGATIVE,0.001863811,0.604018331,0.355617046,0.038500704
1773,Social Media,Twitter,20191107,stocks to watch qualcomm twitter alphabet ,https://www.wsj.com/articles/stocks-to-watch-qualcomm-twitter-alphabet-11573118647,NEUTRAL,0.005635453,0.000814774,0.993506432,4.33E-05
1774,Fast Food,Mc Donalds,20191108,mcdonalds under armour walt disney stocks that defined the week ,https://www.wsj.com/articles/mcdonalds-under-armour-walt-disney-stocks-that-defined-the-week-11573251759,NEUTRAL,0.017965462,0.077935107,0.904056191,4.32E-05
1775,Fast Food,Mc Donalds,20191108,mcdonalds started investigation of ceos relationship with employee three weeks ago ,https://www.wsj.com/articles/mcdonalds-started-investigation-of-ceos-relationship-with-employee-three-weeks-ago-11573241506,NEUTRAL,0.001493958,0.013389655,0.985107958,8.43E-06
1776,Social Media,Twitter,20191110,how a former twitter employee became an accused saudi spy ,https://www.wsj.com/articles/how-a-former-twitter-employee-became-an-accused-saudi-spy-11573406476,NEUTRAL,0.003324537,0.091058359,0.905514538,0.000102526
1777,Airline,Southwest Airlines,20191111,faa considered grounding some southwest jets over maintenance concerns ,https://www.wsj.com/articles/faa-considered-grounding-some-southwest-jets-over-maintenance-concerns-11573492428,NEUTRAL,0.003917621,0.163360044,0.832698584,2.37E-05
1778,Fast Food,Mc Donalds,20191112,mcdonalds sued accused of ignoring harassment at a restaurant ,https://www.wsj.com/articles/mcdonalds-sued-accused-of-ignoring-harassment-at-a-restaurant-11573578462,NEGATIVE,0.000506329,0.524354041,0.475125134,1.45E-05
1779,Airline,Southwest Airlines,20191112,stocks to watch dxc technology tencent asure software southwest airlines ,https://www.wsj.com/articles/stocks-to-watch-dxc-technology-tencent-asure-software-southwest-airlines-11573552016,NEUTRAL,0.007966256,0.017292788,0.787908733,0.186832204
1780,E-commerce,Amazon,20191113,a year after amazon scrapped new york hq2 plan residents get their say ,https://www.wsj.com/articles/a-year-after-amazon-scrapped-new-york-hq2-plan-residents-get-their-say-11573691215,NEUTRAL,0.010489707,0.381973475,0.607530355,6.47E-06
1781,Social Media,Facebook,20191113,facebook reports gains in removing objectionable content ,https://www.wsj.com/articles/facebook-reports-gains-in-removing-objectionable-content-11573689287,NEGATIVE,0.010238263,0.827222764,0.162528783,1.02E-05
1782,Airline,United Airlines Holdings,20191113,united airlines costs rise amid 737 max grounding cfo says ,https://www.wsj.com/articles/united-airlines-costs-rise-amid-737-max-grounding-cfo-says-11573680764,NEGATIVE,0.004218754,0.68748337,0.308268398,2.95E-05
1783,E-commerce,Amazon,20191113,nike to stop selling directly to amazon ,https://www.wsj.com/articles/nike-to-stop-selling-directly-to-amazon-11573615633,NEGATIVE,0.001206164,0.987238288,0.011542848,1.27E-05
1784,E-commerce,Amazon,20191114,amazon to protest pentagon contract award to microsoft ,https://www.wsj.com/articles/amazon-to-protest-pentagon-contract-award-to-microsoft-11573769321,NEGATIVE,0.002277791,0.68345958,0.311523527,0.002739122
1785,E-commerce,Walmart,20191114,walmart extends quarterly sales growth streak ,https://www.wsj.com/articles/walmart-extends-quarterly-sales-growth-streak-11573734527,NEUTRAL,0.018030988,0.030669294,0.951296985,2.76E-06
1786,E-commerce,Walmart,20191114,el paso walmart reopening after mass shooting amid mixed emotions ,https://www.wsj.com/articles/el-paso-walmart-reopening-after-mass-shooting-amid-mixed-emotions-11573733875,NEGATIVE,0.016728317,0.656740665,0.227631524,0.098899469
1787,E-commerce,Walmart,20191114,stocks to watch disney cisco systems smith wesson netapp walmart ,https://www.wsj.com/articles/stocks-to-watch-disney-cisco-systems-smith-wesson-netapp-walmart-11573730527,NEUTRAL,0.005836653,0.00682892,0.987323105,1.13E-05
1788,Social Media,Twitter,20191115,twitter to restrict how certain advertisers target users ,https://www.wsj.com/articles/twitter-to-restrict-how-certain-advertisers-target-users-11573842679,NEUTRAL,0.001023881,0.4806104,0.514303505,0.004062284
1789,E-commerce,Walmart,20191115,todays logistics report walmart delivering sales shipping out poultry pulling forward under armour ,https://www.wsj.com/articles/todays-logistics-report-walmart-delivering-sales-shipping-out-poultry-pulling-forward-under-armour-11573830193,NEUTRAL,0.008588035,0.082384378,0.90901798,9.66E-06
1790,E-commerce,Amazon,20191116,amazon loss stings but long island city real estate shrugs it off ,https://www.wsj.com/articles/amazon-loss-stings-but-long-island-city-real-estate-shrugs-it-off-11573900200,NEGATIVE,0.002727814,0.963381171,0.033736102,0.000154929
1791,Social Media,Twitter,20191117,speech and sanctimony at twitter ,https://www.wsj.com/articles/speech-and-sanctimony-at-twitter-11574033978,NEUTRAL,0.036166169,0.003472056,0.959837675,0.000523998
1792,E-commerce,Amazon,20191118,deforestation in brazils amazon accelerates agency says ,https://www.wsj.com/articles/deforestation-in-brazils-amazon-accelerates-agency-says-11574100828,NEUTRAL,0.002290433,0.40791133,0.589762151,3.60E-05
1793,Social Media,Facebook,20191118,facebook censorship and political speech ,https://www.wsj.com/articles/facebook-censorship-and-political-speech-11574097326,NEUTRAL,0.003642284,0.184587955,0.81166476,0.000104974
1794,E-commerce,Amazon,20191120,brazil to ask rich countries to help pay for amazon protection ,https://www.wsj.com/articles/brazil-to-ask-rich-countries-to-help-pay-for-amazon-protection-11574278849,NEGATIVE,0.005382088,0.90771538,0.086897232,5.37E-06
1795,E-commerce,Walmart,20191120,lowes reports higher 3q profit to close 34 canadian stores ,https://www.wsj.com/articles/lowes-reports-higher-3q-profit-to-close-34-canadian-stores-11574249217,NEUTRAL,0.035532355,0.247319713,0.717113376,3.46E-05
1796,E-commerce,Amazon,20191120,amazon is americas ceo factory ,https://www.wsj.com/articles/amazon-is-americas-ceo-factory-11574263777,NEGATIVE,0.004833089,0.694261789,0.300893098,1.21E-05
1797,Social Media,Twitter,20191121,for twitter communication is key when articulating performance cfo says ,https://www.wsj.com/articles/for-twitter-communication-is-key-when-articulating-performance-cfo-says-11574370706,NEUTRAL,0.196050823,0.001330196,0.802473843,0.000145149
1798,Social Media,Facebook,20191121,facebook discussing potential changes to political ad policy ,https://www.wsj.com/articles/facebook-discussing-potential-changes-to-political-ad-policy-11574352887,NEUTRAL,0.013196195,0.00165616,0.985142291,5.26E-06
1799,Social Media,Twitter,20191122,bolton claims white house blocked his access to twitter account ,https://www.wsj.com/articles/bolton-claims-white-house-blocked-his-access-to-twitter-account-11574462361,NEUTRAL,0.000543174,0.456581324,0.542821884,5.36E-05
1800,E-commerce,Amazon,20191122,leading target in the amazon era ,https://www.wsj.com/articles/leading-target-in-the-amazon-era-11574439945,POSITIVE,0.811781347,0.00143853,0.186769098,1.11E-05
1801,E-commerce,Amazon,20191124,cuomo frustrates requests for amazon records ,https://www.wsj.com/articles/cuomo-frustrates-requests-for-amazon-records-11574640000,NEGATIVE,0.000140594,0.996502042,0.003355517,1.73E-06
1802,E-commerce,E-Bay,20191125,why ebay is stuck in the cheap seats ,https://www.wsj.com/articles/why-ebay-is-stuck-in-the-cheap-seats-11574713663,NEGATIVE,0.000992183,0.888045013,0.110958897,3.92E-06
1803,E-commerce,Walmart,20191125,activist investor takes stake in cvs ,https://www.wsj.com/articles/activist-investor-takes-stake-in-cvs-11574715382,NEUTRAL,0.008143662,0.000709445,0.991142273,4.63E-06
1804,Fast Food,Mc Donalds,20191125,mcdonalds to pay 26 million to settle wage suit ,https://www.wsj.com/articles/mcdonalds-to-pay-26-million-to-settle-wage-suit-11574690422,NEUTRAL,0.02434366,0.033850357,0.941775262,3.08E-05
1805,E-commerce,E-Bay,20191125,ebay nears deal to sell stubhub to viagogo for roughly 4 billion ,https://www.wsj.com/articles/ebay-nears-deal-to-sell-stubhub-to-viagogo-for-roughly-4-billion-11574688756,NEUTRAL,0.005683957,0.004374437,0.989938855,2.78E-06
1806,Social Media,Facebook,20191126,grandsharenting when grandparents get carried away on facebook ,https://www.wsj.com/articles/grandsharenting-when-grandparents-get-carried-away-on-facebook-11574764204,NEUTRAL,0.349747717,0.12447226,0.52125901,0.004520979
1807,E-commerce,Walmart,20191126,stocks to watch hp enterprise cvs palo alto networks agilent ,https://www.wsj.com/articles/stocks-to-watch-hp-enterprise-cvs-palo-alto-networks-agilent-11574762355,NEUTRAL,0.03921555,0.000353031,0.960418344,1.30E-05
1808,Social Media,Facebook,20191126,dont panic over facebook and twitter ,https://www.wsj.com/articles/dont-panic-over-facebook-and-twitter-11574466009,NEUTRAL,0.005800964,0.288562328,0.705631614,5.13E-06
1809,Social Media,Twitter,20191126,dont panic over facebook and twitter ,https://www.wsj.com/articles/dont-panic-over-facebook-and-twitter-11574466009,NEUTRAL,0.005800964,0.288562328,0.705631614,5.13E-06
1810,E-commerce,Amazon,20191127,retailers take on amazon in one day shipping during holidays ,https://www.wsj.com/articles/retailers-take-on-amazon-in-one-day-shipping-during-holidays-11574776801,NEUTRAL,0.011191145,0.038692404,0.950110793,5.71E-06
1811,E-commerce,Amazon,20191127,amazon ebay address mercury laced skin creams ,https://www.wsj.com/articles/amazon-ebay-address-mercury-laced-skin-creams-11574878756,NEUTRAL,0.001801408,0.002683357,0.995508313,6.88E-06
1812,E-commerce,E-Bay,20191127,amazon ebay address mercury laced skin creams ,https://www.wsj.com/articles/amazon-ebay-address-mercury-laced-skin-creams-11574878756,NEUTRAL,0.001801408,0.002683357,0.995508313,6.88E-06
1813,Social Media,Facebook,20191128,facebook experiences sporadic outages ,https://www.wsj.com/articles/facebook-experiences-sporadic-outages-11574963022,NEGATIVE,0.000389268,0.935253441,0.064354777,2.54E-06
1814,E-commerce,Amazon,20191129,amazon com tiffany walt disney stocks that defined the week ,https://www.wsj.com/articles/amazon-com-tiffany-walt-disney-stocks-that-defined-the-week-11575055165,NEUTRAL,0.038713757,0.106352068,0.854922771,1.15E-05
1815,Social Media,Facebook,20191129,singapore orders facebook to correct users social media post ,https://www.wsj.com/articles/singapore-orders-facebook-to-correct-users-social-media-post-11575038629,NEUTRAL,0.000670869,0.000667802,0.998660684,5.49E-07
1816,E-commerce,Amazon,20191129,stocks to watch five below walmart amazon target ,https://www.wsj.com/articles/stocks-to-watch-five-below-walmart-amazon-target-11575023312,NEUTRAL,0.006854383,0.126088217,0.867049813,7.61E-06
1817,E-commerce,Walmart,20191129,stocks to watch five below walmart amazon target ,https://www.wsj.com/articles/stocks-to-watch-five-below-walmart-amazon-target-11575023312,NEUTRAL,0.006854383,0.126088217,0.867049813,7.61E-06
1818,E-commerce,Amazon,20191129,uncle sam wants to shop online too and amazon is gunning for his business ,https://www.wsj.com/articles/uncle-sam-wants-to-shop-online-too-and-amazon-is-gunning-for-his-business-11575023403,NEGATIVE,0.019719936,0.692643821,0.28761974,1.65E-05
1819,Social Media,Facebook,20191130,facebook complies with order under singapore fake news law ,https://www.wsj.com/articles/facebook-complies-with-order-under-singapore-fake-news-law-11575116149,NEUTRAL,0.07562314,0.246727169,0.6776402,9.50E-06
1820,Airline,United Airlines Holdings,20191201,united states v apple review in competition we trust ,https://www.wsj.com/articles/united-states-v-apple-review-in-competition-we-trust-11575229176,NEUTRAL,0.101024427,0.003575854,0.893219948,0.00217972
1821,E-commerce,Amazon,20191202,amazon rolls out quantum computing service ,https://www.wsj.com/articles/amazon-rolls-out-quantum-computing-service-11575314729,NEGATIVE,0.033777848,0.863762379,0.10238193,7.78E-05
1822,Social Media,Facebook,20191202,facebook to antitrust regulators data is complicated ,https://www.wsj.com/articles/facebook-to-antitrust-regulators-data-is-complicated-11575313591,NEGATIVE,0.000174511,0.717262208,0.282533824,2.95E-05
1823,E-commerce,Walmart,20191202,stocks to watch fiat chrysler walmart disney target ,https://www.wsj.com/articles/stocks-to-watch-fiat-chrysler-walmart-disney-target-11575282143,NEUTRAL,0.005868238,0.007262032,0.986863375,6.35E-06
1824,E-commerce,Amazon,20191202,tight holiday season calendar will test ups fedex and amazon ,https://www.wsj.com/articles/tight-holiday-season-calendar-will-test-ups-fedex-and-amazon-11575288224,NEGATIVE,0.019377673,0.499081641,0.481085896,0.000454734
1825,Airline,United Airlines Holdings,20191203,united airlines to buy 50 jets from airbus ,https://www.wsj.com/articles/united-airlines-to-buy-50-jets-from-airbus-11575423269,NEUTRAL,0.010335033,0.017579546,0.971583128,0.000502363
1826,Social Media,Twitter,20191203,wheres a trump tweet when we need it ,https://www.wsj.com/articles/wheres-a-trump-tweet-when-we-need-it-11575420942,NEUTRAL,0.050210729,0.228740051,0.706213355,0.014835823
1827,Social Media,Twitter,20191203,elon musk takes the stand in lawsuit accusing him of defamation over pedo tweet ,https://www.wsj.com/articles/elon-musk-takes-the-stand-in-lawsuit-accusing-him-of-defamation-over-pedo-tweet-11575417397,NEUTRAL,0.004325184,0.360610366,0.634953201,0.00011125
1828,Social Media,Twitter,20191203,twitter plans first sale of high yield debt ,https://www.wsj.com/articles/twitter-plans-first-sale-of-high-yield-debt-11575393438,NEUTRAL,0.006893961,0.111082129,0.881933153,9.07E-05
1829,E-commerce,Amazon,20191203,amazon introduces plug and play ai tools ,https://www.wsj.com/articles/amazon-introduces-plug-and-play-ai-tools-11575399371,NEUTRAL,0.283980727,0.046405248,0.669587672,2.63E-05
